Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,32,61,1952,900,Online
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,43,61,2623,1150,Online
Foot Locker,1185732,12/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,54,61,3294,1810,Online
Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,55,61,3355,1340,Online
Foot Locker,1185732,12/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,59,61,3599,2160,Online
Kohl's,1189833,1/25/2021,Midwest,Montana,Billings,Men's Apparel,41,61,2501,1850,Online
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,50,61,3050,1530,Online
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Street Footwear,44,61,2684,1070,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Apparel,24,61,1464,720,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,48,61,2928,1550,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,37,61,2257,950,Online
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,39,61,2379,1020,Online
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Women's Apparel,36,61,2196,1100,Online
West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,49,61,2989,1290,Online
West Gear,1185732,4/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,49,61,2989,1640,Online
West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,38,61,2318,1000,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23,61,1403,770,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,32,61,1952,1020,Online
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,37,61,2257,1040,Online
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,38,61,2318,1090,Online
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,43,61,2623,1340,Online
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Women's Apparel,32,61,1952,980,Online
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,44,61,2684,1610,Online
Foot Locker,1185732,11/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,38,61,2318,720,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,26,61,1586,670,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,36,61,2196,810,Outlet
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,43,61,2623,870,Outlet
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,31,61,1891,640,Outlet
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,46,61,2806,1040,Outlet
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,40,61,2440,810,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44,61,2684,860,Outlet
Foot Locker,1185732,6/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,60,2760,1320,Online
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,36,60,2160,1020,Online
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64,60,3840,1840,Online
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55,60,3300,1550,Online
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,60,60,3600,2520,Online
Foot Locker,1185732,12/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,49,60,2940,1760,Online
Kohl's,1189833,1/13/2021,Midwest,Montana,Billings,Men's Apparel,48,60,2880,2040,Online
Foot Locker,1185732,6/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,32,60,1920,1190,Online
Foot Locker,1185732,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,39,60,2340,1150,Online
Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,29,60,1740,920,Online
Amazon,1185732,11/6/2021,Northeast,Maine,Portland,Men's Athletic Footwear,48,60,2880,1440,Online
Amazon,1185732,11/21/2021,Northeast,Maine,Portland,Men's Apparel,53,60,3180,1210,Online
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Apparel,62,60,3720,1490,Online
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Men's Apparel,52,60,3120,1000,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,19,60,1140,590,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,14,60,840,420,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,19,60,1140,540,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45,60,2700,1220,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,27,60,1620,650,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,49,60,2940,1350,Online
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,46,60,2760,1660,Online
West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20,60,1200,520,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38,60,2280,1070,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,37,60,2220,1090,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,39,60,2340,1170,Online
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,60,2460,1250,Online
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Men's Apparel,50,60,3000,1320,Online
Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Men's Apparel,49,60,2940,1210,Online
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,49,60,2940,1290,Online
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,41,60,2460,1080,Online
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,39,60,2340,1260,Online
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,60,2340,1260,Online
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,29,60,1740,660,Online
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,58,60,3480,1570,Online
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,32,60,1920,770,Outlet
Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,60,2580,1190,Outlet
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,44,60,2640,1640,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Apparel,44,60,2640,690,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Apparel,47,60,2820,620,Outlet
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,46,60,2760,970,Outlet
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,34,60,2040,800,Outlet
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,26,60,1560,690,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,32,60,1920,810,Outlet
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,31,60,1860,860,Outlet
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,23,60,1380,440,Outlet
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,39,60,2340,660,Outlet
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,60,2160,690,Outlet
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,47,60,2820,930,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,52,60,3120,1030,Outlet
Foot Locker,1185732,11/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,51,59,3009,1500,Online
Kohl's,1189833,1/7/2021,Midwest,Montana,Billings,Men's Apparel,48,59,2832,2040,Online
Amazon,1185732,9/17/2021,Northeast,Maine,Portland,Women's Apparel,57,59,3363,1750,Online
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,54,59,3186,1560,Online
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,43,59,2537,990,Online
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Street Footwear,50,59,2950,1120,Online
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,59,1357,680,Online
West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Apparel,58,59,3422,1810,Online
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41,59,2419,1190,Online
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34,59,2006,1100,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,19,59,1121,530,Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,29,59,1711,740,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,27,59,1593,670,Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,37,59,2183,1160,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,37,59,2183,870,Online
West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,59,59,3481,2120,Online
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9,59,531,230,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,37,59,2183,1090,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23,59,1357,680,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Apparel,33,59,1947,780,Online
Foot Locker,1185732,1/17/2021,Northeast,Maryland,Baltimore,Men's Apparel,49,59,2891,1210,Online
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,27,59,1593,880,Online
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Women's Street Footwear,24,59,1416,750,Online
Sports Direct,1185732,11/7/2021,Northeast,New Jersey,Newark,Men's Apparel,55,59,3245,1430,Online
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,51,59,3009,1140,Online
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,53,59,3127,1440,Online
Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,59,58,3422,1540,Online
Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,53,58,3074,1660,Online
West Gear,1128299,3/25/2020,West,Colorado,Denver,Men's Apparel,43,58,2494,1550,Online
Foot Locker,1185732,11/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,49,58,2842,1170,Online
Foot Locker,1185732,12/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34,58,1972,850,Online
Foot Locker,1185732,7/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,53,58,3074,1910,Online
Amazon,1185732,11/13/2021,Northeast,Maine,Portland,Women's Street Footwear,42,58,2436,1240,Online
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Apparel,59,58,3422,1200,Online
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,58,2204,1100,Online
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,39,58,2262,1040,Online
West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Athletic Footwear,39,58,2262,1090,Online
West Gear,1128299,1/17/2021,West,Oregon,Portland,Men's Apparel,46,58,2668,1570,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Apparel,51,58,2958,1210,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,56,58,3248,1330,Online
Amazon,1185732,2/22/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,38,58,2204,1010,Online
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,38,58,2204,1150,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Apparel,43,58,2494,1170,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,58,1450,700,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,32,58,1856,930,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,38,58,2204,950,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,27,58,1566,660,Online
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,41,58,2378,1050,Online
West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41,58,2378,1050,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,44,58,2552,1150,Online
Sports Direct,1185732,10/22/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48,58,2784,1280,Online
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,32,58,1856,910,Online
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,58,2204,1210,Online
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,48,58,2784,1140,Online
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37,58,2146,1120,Online
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,52,58,3016,1540,Online
Sports Direct,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,64,58,3712,1890,Online
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48,58,2784,1530,Online
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,42,58,2436,1050,Online
Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,29,58,1682,760,Outlet
West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Apparel,33,58,1914,840,Outlet
West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,58,870,400,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,58,1740,590,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,41,58,2378,860,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,25,58,1450,640,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,58,1856,690,Outlet
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,31,58,1798,500,Outlet
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Apparel,55,58,3190,1180,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,50,58,2900,930,Outlet
Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,41,57,2337,1190,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43,57,2451,1080,Online
West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,32,57,1824,800,Online
Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,47,56,2632,1210,Online
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,33,56,1848,940,Online
West Gear,1128299,3/19/2020,West,Colorado,Denver,Men's Apparel,41,56,2296,1470,Online
West Gear,1128299,6/17/2020,West,Washington,Seattle,Men's Apparel,59,56,3304,1320,Online
Foot Locker,1185732,10/25/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,56,1400,590,Online
Foot Locker,1185732,12/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44,56,2464,1010,Online
Kohl's,1189833,1/19/2021,Midwest,Montana,Billings,Men's Apparel,44,56,2464,1820,Online
Foot Locker,1185732,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32,56,1792,880,Online
Foot Locker,1185732,7/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33,56,1848,850,Online
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Apparel,68,56,3808,2020,Online
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,50,56,2800,1090,Online
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Athletic Footwear,43,56,2408,840,Online
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,41,56,2296,900,Online
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,42,56,2352,1110,Online
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Apparel,58,56,3248,1620,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,56,2800,1340,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,28,56,1568,860,Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,56,1120,570,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19,56,1064,520,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Apparel,43,56,2408,1200,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,1064,450,Online
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,1064,440,Online
West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,39,56,2184,870,Online
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,58,56,3248,2010,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,34,56,1904,890,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,37,56,2072,970,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,60,56,3360,1850,Online
Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,38,56,2128,1060,Online
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,56,2128,1150,Online
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,29,56,1624,700,Online
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43,56,2408,1160,Online
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46,56,2576,1260,Online
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,41,56,2296,920,Online
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,56,2464,890,Online
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,56,2968,1340,Online
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,43,56,2408,1400,Online
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,46,56,2576,1290,Online
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Apparel,59,56,3304,1450,Online
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,53,56,2968,1250,Online
Foot Locker,1185732,11/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39,56,2184,1030,Outlet
Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46,56,2576,1000,Outlet
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Men's Apparel,34,56,1904,970,Outlet
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,38,56,2128,890,Outlet
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,17,56,952,450,Outlet
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Apparel,36,56,2016,790,Outlet
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55,55,3025,1600,Online
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Street Footwear,52,55,2860,1490,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,23,55,1265,630,Online
Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,53,54,2862,1290,Online
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,39,54,2106,950,Online
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,49,54,2646,1400,Online
Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48,54,2592,930,Online
Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Apparel,60,54,3240,1170,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,54,2052,960,Online
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,54,2430,1190,Online
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28,54,1512,770,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,45,54,2430,1070,Online
Amazon,1185732,2/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,48,54,2592,1220,Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,49,54,2646,1300,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,32,54,1728,880,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,54,1728,740,Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,41,54,2214,970,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47,54,2538,1040,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,58,54,3132,1410,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,33,54,1782,730,Online
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,54,1998,820,Online
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23,54,1242,650,Online
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41,54,2214,1130,Online
Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,37,54,1998,1000,Online
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,39,54,2106,860,Online
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,54,2538,1090,Online
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,50,54,2700,1030,Online
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,59,54,3186,1590,Online
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,59,54,3186,1400,Online
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,54,3240,1200,Online
Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,25,54,1350,610,Outlet
Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40,54,2160,710,Outlet
Foot Locker,1185732,11/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,42,54,2268,980,Outlet
Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46,54,2484,970,Outlet
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Apparel,34,54,1836,790,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,27,54,1458,570,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,40,54,2160,800,Outlet
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,54,1728,520,Outlet
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,46,53,2438,1290,Online
Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54,53,2862,1140,Online
Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,41,53,2173,1020,Online
Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,57,53,3021,1600,Online
Foot Locker,1185732,10/31/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29,53,1537,690,Online
Foot Locker,1185732,11/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,36,53,1908,1140,Online
Amazon,1185732,11/15/2021,Northeast,Maine,Portland,Men's Apparel,50,53,2650,950,Online
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Apparel,64,53,3392,1320,Online
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Men's Apparel,43,53,2279,1300,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,55,53,2915,1250,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,52,53,2756,1320,Online
Foot Locker,1185732,11/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,59,53,3127,1500,Online
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,38,53,2014,1010,Online
